,username,likes,replies,retweets,text,timestamp
466,Bernie Sanders,3522,229,921,"We will guarantee every American the right to a secure retirement and expand and improve Medicare to include dental, hearing and vision care. Join our town hall in Iowa:https://www.pscp.tv/w/cI33GTMyNzU3OTl8MXlOeGFwZHBQbU5Kaok-BZ5MAxF11L8tEiE9ilpjtTGZuDlBXc3ktF2FmdoV …",2019-11-02 22:13:45
467,Bernie Sanders,25073,317,4158,"Half a million people in America file for bankruptcy due to medical bills—every year.

Medicare for All now.https://twitter.com/JStein_WaPo/status/1190714809102348288 …",2019-11-02 22:02:00
468,Bernie Sanders,3048,120,828,"We as a nation have a moral responsibility to ensure that all Americans with disabilities have access to the programs and the support needed to contribute to society, live with dignity, and achieve a high quality of life. Join me live in Iowa:https://www.pscp.tv/w/cI3qEzMyNzU3OTl8MVlwS2tZcVlYZW1KappCDT6_A_UjWZDpMOyk1GljVDvPRDZKcmWHf1rgRNCP …",2019-11-02 21:18:11
469,Bernie Sanders,8940,281,1626,I appreciate Gov. Newsom taking this stand. Californians can't remain hostage to a profiteering corporation for a basic need. PG&E's greed and corruption led to gross mismanagement of the state's electric system. Californians deserve a utility that's accountable to the people.https://twitter.com/CNN/status/1190680489784487936 …,2019-11-02 20:51:04
470,Bernie Sanders,4602,171,921,"Last night 1,500 Iowans marched with us to say: enough is enough. The billionaire class cannot have it all. We are going to end the outrageous corporate greed that is devastating working people in America.pic.twitter.com/zn05hyw5Xs",2019-11-02 18:16:43
471,Bernie Sanders,25939,991,4131,"The Democratic Party must become the party of the working class of this country, not of super PACs, not of corporate interests, not of their lobbyists.",2019-11-02 17:45:00
472,Bernie Sanders,78902,1854,11959,Tax the ultra-rich.https://twitter.com/AlecMacGillis/status/1190623440404975616 …,2019-11-02 16:34:13
473,Bernie Sanders,2905,65,618,I applaud @afa_cwa and stand with these Delta employees as they seek to unionize. Every worker in America deserves a voice in their workplace and an easy path to join a union.https://www.ajc.com/blog/airport/flight-attendants-union-launches-organizing-campaign-delta/nthHTZBdylpH0d7wUZ6CJM/ …,2019-11-02 16:10:16
474,Bernie Sanders,2711,68,560,I stand with the workers at @Culinary226 who are working in hazardous conditions as a result of corporate negligence. When we are in the White House we will expand and safeguard workers' rights.https://twitter.com/Culinary226/status/1189477472393293824 …,2019-11-02 14:42:52
475,Bernie Sanders,5337,327,1217,"Trump lied when he said he’d stand up to corporate greed and help working people. We’re going to do what he failed to do: end corporate greed, stop corruption and raise wages for workers. Join our rally in Iowa City:https://www.pscp.tv/w/cIOA3zMyNzU3OTl8MU93eFdkcmF3RVZLUZqi368oCPMXQlneIcQoshrqaUL9rJQ1b5VRlWWHoCBZ …",2019-10-25 23:46:39
476,Bernie Sanders,13673,485,2171,"Every day, it becomes more obvious that having 45 million people drowning in $1.6 trillion of student debt is not sustainable.
We are going to cancel ALL student debt.https://twitter.com/axios/status/1187377262406053890 …",2019-10-25 23:30:00
477,Bernie Sanders,34779,547,5894,"A Wall Street executive commits fraud, he gets bailed out by the American people and handed enormous tax breaks.

A young kid gets arrested for smoking marijuana, he ends up with a criminal record.

We're going to end that absurdity.",2019-10-25 22:45:00
478,Bernie Sanders,3657,69,624,Congratulations to the @UAW members who fought to secure a better contract at GM. Unions like UAW give workers the ability to organize and collectively bargain for justice on the job. We're going to rebuild the trade union movement across the country.https://twitter.com/UAW/status/1187833906894127114 …,2019-10-25 22:29:59
479,Bernie Sanders,4309,212,909,This Sunday I'm excited to join @RashidaTlaib in Detroit for a rally featuring a live performance by Jack White. I hope you'll join us in our fight for working people across the country. RSVP here: https://act.berniesanders.com/event/event-bernie-sanders-attend/34748 …pic.twitter.com/KUlGpAwn24,2019-10-25 21:32:26
480,Bernie Sanders,1745,45,386,We are more than halfway to our goal of 2 million calls to voters before the end of the month. That is incredible. Help us across the finish line:https://berniesanders.com/call/ ,2019-10-25 21:01:00
481,Bernie Sanders,2936,118,649,"If all of you stand up and fight back against corporate greed, there is nothing that we cannot accomplish. Join us live in Toledo, Iowa:https://www.pscp.tv/w/cINU5TMyNzU3OTl8MWRSS1pMcmFQenZKQo24VDaWn0ulgrBZxdtf5obfzkK7JImI_plmdkzJWfhC …",2019-10-25 20:39:01
482,Bernie Sanders,64363,1408,10111,"We must legalize marijuana, but that is not all. We will also ensure that revenue from legal marijuana is reinvested in communities hit hardest by the War on Drugs, especially African-American and other communities of color.",2019-10-25 20:11:26
483,Bernie Sanders,661916,6699,129440,Ready to fight for Medicare for All.https://twitter.com/ArianaGrande/status/1187779679542841345 …,2019-10-25 18:56:52
484,Bernie Sanders,2432,82,535,"""Sanders is the only 2020 presidential candidate who has spent a lifetime addressing the social ills and injustices that gave rise to the mass incarceration, police violence and racial profiling that plague our system today."" –@JustinBamberghttps://www.thestate.com/opinion/article236646983.html …",2019-10-25 18:41:35
485,Bernie Sanders,82305,1956,5826,"If elected president, I promise to have an F rating from the NRA.",2019-10-25 18:00:19
486,Bernie Sanders,4704,143,1141,"While Trump is in South Carolina today, he should explain to people why he diverted desperately-needed FEMA disaster relief funds for Columbia in order to lock up more children and families at the border as part of his racist immigration agenda.https://twitter.com/SteveBenjaminSC/status/1166474068742365195 …",2019-10-25 17:37:29
487,Bernie Sanders,2598,136,670,"Corporate greed is tearing this country apart and we're going to end that. Join me live, taking questions now in Iowa:https://www.pscp.tv/w/cIMmETMyNzU3OTl8MWt2SnBSVnlsQVBLRY_-oRUHdg3TSatXPADtIPh4HaIIQm_znF-i0NsSg8LB …",2019-10-25 17:19:13
488,Bernie Sanders,4263,62,788,"When workers stand together, fight back, and demand an end to corporate greed—they win. Congratulations to the Blackjewel miners on this victory! We are going to ensure all fossil fuel workers have the just transition they deserve.https://twitter.com/JStein_WaPo/status/1187767008865050624 …",2019-10-25 16:53:19
489,Bernie Sanders,44278,933,7515,"The ideas that I am talking to you about didn't come to me yesterday.

They didn't come because I have pollsters saying, ""Hey Bernie, this is polling pretty well, you might want to pick that one up.""

These are ideas that I have fought for my entire life.",2019-10-25 16:08:16
490,Bernie Sanders,8502,400,1332,A Green New Deal is not a pipe dream. It is absolutely necessary. I refuse to stand by and watch this crisis get worse.https://twitter.com/sunrisemvmt/status/1187723151465164802 …,2019-10-25 15:27:05
491,Bernie Sanders,549970,9038,150701,Marijuana should be legal.,2019-10-25 14:20:00
492,Bernie Sanders,10781,159,2033,"Right now there is a movement of workers across the country who are taking back their power at a scale we have not seen in recent memory. I stand with educators in Dedham, Massachusetts. This takes courage.https://twitter.com/_ericblanc/status/1187494958011428865 …",2019-10-25 13:33:54
493,Bernie Sanders,2317,87,466,"With a strong union, workers get the basic protections they deserve. Unions like ATU are defending workers every day against the expansion of corporate greed within our transit systems. I support @ATULocal689 in its fight for justice.https://twitter.com/justingeorge/status/1187373079699296257 …",2019-10-24 23:44:10
494,Bernie Sanders,5337,327,1217,"Trump lied when he said he’d stand up to corporate greed and help working people. We’re going to do what he failed to do: end corporate greed, stop corruption and raise wages for workers. Join our rally in Iowa City:https://www.pscp.tv/w/cIOA3zMyNzU3OTl8MU93eFdkcmF3RVZLUZqi368oCPMXQlneIcQoshrqaUL9rJQ1b5VRlWWHoCBZ …",2019-10-25 23:46:39
495,Bernie Sanders,13673,485,2171,"Every day, it becomes more obvious that having 45 million people drowning in $1.6 trillion of student debt is not sustainable.
We are going to cancel ALL student debt.https://twitter.com/axios/status/1187377262406053890 …",2019-10-25 23:30:00
496,Bernie Sanders,34779,547,5894,"A Wall Street executive commits fraud, he gets bailed out by the American people and handed enormous tax breaks.

A young kid gets arrested for smoking marijuana, he ends up with a criminal record.

We're going to end that absurdity.",2019-10-25 22:45:00
497,Bernie Sanders,3657,69,624,Congratulations to the @UAW members who fought to secure a better contract at GM. Unions like UAW give workers the ability to organize and collectively bargain for justice on the job. We're going to rebuild the trade union movement across the country.https://twitter.com/UAW/status/1187833906894127114 …,2019-10-25 22:29:59
498,Bernie Sanders,4309,212,909,This Sunday I'm excited to join @RashidaTlaib in Detroit for a rally featuring a live performance by Jack White. I hope you'll join us in our fight for working people across the country. RSVP here: https://act.berniesanders.com/event/event-bernie-sanders-attend/34748 …pic.twitter.com/KUlGpAwn24,2019-10-25 21:32:26
499,Bernie Sanders,1745,45,386,We are more than halfway to our goal of 2 million calls to voters before the end of the month. That is incredible. Help us across the finish line:https://berniesanders.com/call/ ,2019-10-25 21:01:00
500,Bernie Sanders,2936,118,649,"If all of you stand up and fight back against corporate greed, there is nothing that we cannot accomplish. Join us live in Toledo, Iowa:https://www.pscp.tv/w/cINU5TMyNzU3OTl8MWRSS1pMcmFQenZKQo24VDaWn0ulgrBZxdtf5obfzkK7JImI_plmdkzJWfhC …",2019-10-25 20:39:01
501,Bernie Sanders,64363,1408,10111,"We must legalize marijuana, but that is not all. We will also ensure that revenue from legal marijuana is reinvested in communities hit hardest by the War on Drugs, especially African-American and other communities of color.",2019-10-25 20:11:26
502,Bernie Sanders,661916,6699,129440,Ready to fight for Medicare for All.https://twitter.com/ArianaGrande/status/1187779679542841345 …,2019-10-25 18:56:52
503,Bernie Sanders,2432,82,535,"""Sanders is the only 2020 presidential candidate who has spent a lifetime addressing the social ills and injustices that gave rise to the mass incarceration, police violence and racial profiling that plague our system today."" –@JustinBamberghttps://www.thestate.com/opinion/article236646983.html …",2019-10-25 18:41:35
504,Bernie Sanders,82305,1956,5826,"If elected president, I promise to have an F rating from the NRA.",2019-10-25 18:00:19
505,Bernie Sanders,4704,143,1141,"While Trump is in South Carolina today, he should explain to people why he diverted desperately-needed FEMA disaster relief funds for Columbia in order to lock up more children and families at the border as part of his racist immigration agenda.https://twitter.com/SteveBenjaminSC/status/1166474068742365195 …",2019-10-25 17:37:29
506,Bernie Sanders,2598,136,670,"Corporate greed is tearing this country apart and we're going to end that. Join me live, taking questions now in Iowa:https://www.pscp.tv/w/cIMmETMyNzU3OTl8MWt2SnBSVnlsQVBLRY_-oRUHdg3TSatXPADtIPh4HaIIQm_znF-i0NsSg8LB …",2019-10-25 17:19:13
507,Bernie Sanders,4263,62,788,"When workers stand together, fight back, and demand an end to corporate greed—they win. Congratulations to the Blackjewel miners on this victory! We are going to ensure all fossil fuel workers have the just transition they deserve.https://twitter.com/JStein_WaPo/status/1187767008865050624 …",2019-10-25 16:53:19
508,Bernie Sanders,44278,933,7515,"The ideas that I am talking to you about didn't come to me yesterday.

They didn't come because I have pollsters saying, ""Hey Bernie, this is polling pretty well, you might want to pick that one up.""

These are ideas that I have fought for my entire life.",2019-10-25 16:08:16
509,Bernie Sanders,8502,400,1332,A Green New Deal is not a pipe dream. It is absolutely necessary. I refuse to stand by and watch this crisis get worse.https://twitter.com/sunrisemvmt/status/1187723151465164802 …,2019-10-25 15:27:05
510,Bernie Sanders,549970,9038,150701,Marijuana should be legal.,2019-10-25 14:20:00
511,Bernie Sanders,10781,159,2033,"Right now there is a movement of workers across the country who are taking back their power at a scale we have not seen in recent memory. I stand with educators in Dedham, Massachusetts. This takes courage.https://twitter.com/_ericblanc/status/1187494958011428865 …",2019-10-25 13:33:54
512,Bernie Sanders,2317,87,466,"With a strong union, workers get the basic protections they deserve. Unions like ATU are defending workers every day against the expansion of corporate greed within our transit systems. I support @ATULocal689 in its fight for justice.https://twitter.com/justingeorge/status/1187373079699296257 …",2019-10-24 23:44:10
513,Bernie Sanders,51360,1416,6927,"You read it in the newspapers every day, “A group of donors said A, B and C.”

Who the hell cares what a group of rich donors say?",2019-10-24 23:20:59
514,Bernie Sanders,21771,368,2821,"When we said four years ago that we needed to legalize marijuana, it was considered a ""radical"" idea.

Today, 11 states plus DC have legalized it. Not so radical anymore.

When we're in the White House we will do so nationwide.",2019-10-24 22:47:11
515,Bernie Sanders,2787,123,732,The only way we’ll be able to end corporate greed and defeat powerful special interests is if we give workers the power and resources they need to organize and fight back. I have a plan to do that. Join me live in Iowa:https://www.pscp.tv/w/cIIeWzMyNzU3OTl8MU1ZeE5QRW1CdndHd95g0q6Ss268Kg2pWBhYV8ZEWiD_8Vm3Tq5K0LOv4A7h …,2019-10-24 22:34:03
516,Bernie Sanders,163309,2249,33642,Legalize marijuana. Expunge past convictions. End the War on Drugs.,2019-10-24 21:55:42
517,Bernie Sanders,139174,3200,24352,"Today, the government considers marijuana as dangerous as heroin.

That’s idiotic.

As president I will immediately issue an executive order to declassify marijuana as a controlled substance.",2019-10-24 21:23:24
518,Bernie Sanders,59171,3040,15404,"Too many lives were ruined due to the disastrous criminalization of marijuana. Today I am releasing my plan to:

 Legalize marijuana with executive action
 Expunge past marijuana convictions
 Invest in communities most affected by the War on Drugshttps://berniesanders.com/issues/legalizing-marijuana/ …",2019-10-24 20:20:02
519,Bernie Sanders,2210,62,481,"Local law enforcement should not be playing the role of federal immigration enforcement. I congratulate @ACLUNV, @NVImmigrants and the many activists who led this fight.https://twitter.com/News3LV/status/1187103005541191681 …",2019-10-24 19:58:08
520,Bernie Sanders,1859,48,467,The #RedForEd movement is a fight for the future of this nation. @CTULocal1 and @SEIU73 in Chicago are standing up and fighting back for justice in education. I was proud to stand with them last month at the start of this fight.pic.twitter.com/43AvZlJqmv,2019-10-24 19:21:59
521,Bernie Sanders,50665,1137,7906,"Interesting, I’d like more justices like Ruth Bader Ginsburg and Sonia Sotomayor.https://twitter.com/briantashman/status/1187404791888121857 …",2019-10-24 18:34:35
522,Bernie Sanders,3924,147,887,"On Nov. 6, Uber investors will walk away with billions while drivers sleep in their cars. I stand with workers in the gig economy as they organize and fight for a more equal society. When we're in the White House, we will stop this exploitation of workers.https://www.vice.com/en_us/article/9keg4v/uber-drivers-are-organizing-protests-at-billionaire-investors-homes …",2019-10-24 18:00:47
523,Bernie Sanders,6649,229,2044,"Bezos and Amazon dumped over $1 million into Seattle’s elections to defeat @d1forLisa, @TammyMoralesSEA, @VoteSawant, and @ElectScott2019—progressives who want corporations like Amazon to pay their fair share and end the city’s homelessness crisis.

We must defeat this greed.https://twitter.com/ddayen/status/1184164319325343744 …",2019-10-24 16:34:59
524,Bernie Sanders,4182,191,963,"It should not be this difficult to register to vote. When we are in the White House we will make it easier, not harder, for Americans to participate in the political process, including fighting voter suppression and passing automatic voter registration.https://iowastartingline.com/2019/10/24/iowa-students-frustrated-with-obtaining-voter-id-cards/ …",2019-10-24 15:30:30
525,Bernie Sanders,1426,45,373,"We are back on the road in Iowa! Join us on our End Corporate Greed Tour today and tomorrow:

Marshalltown: https://act.berniesanders.com/event/event-bernie-sanders-attend/33929 …
Des Moines: https://act.berniesanders.com/event/event-bernie-sanders-attend/33930 …
Newton: https://act.berniesanders.com/event/event-bernie-sanders-attend/33931 …
Toledo: https://act.berniesanders.com/event/event-bernie-sanders-attend/33932 …
Iowa City: https://act.berniesanders.com/event/event-bernie-sanders-attend/33933 …pic.twitter.com/bCTbJd23Wg",2019-10-24 15:13:37
526,Bernie Sanders,1924,72,507,"We can reach our goal of 2 million calls to voters before the end of October, but we can't do it without your help. Get started here or attend a live training at 9 pm ET:https://berniesanders.com/call/ ",2019-10-23 23:01:00
527,Bernie Sanders,8326,190,1579,"Millions of people in this country are disenfranchised and their voices left out of our political process. If you have the ability to get involved, I am asking you to fight for those who do not.",2019-10-23 22:10:38
528,Bernie Sanders,18437,583,3818,"#ExxonKnew the science that showed its products were creating a climate disaster, and the company suppressed that science. When I am president, we will launch a criminal investigation of the fossil fuel corporations and their executives who knowingly created the climate crisis.",2019-10-23 18:07:24
529,Bernie Sanders,16665,266,2608,The young LGBTQ+ people of this country must know that they are loved and they belong. We stand against all kinds of bullying and will fight to end discrimination in all its forms. #SpiritDay,2019-10-17 23:58:34
530,Bernie Sanders,10885,796,1960,I hope you can join me and @AOC at our rally in New York this weekend and help us show the strength of our movement. RSVP here:https://act.berniesanders.com/event/event-bernie-sanders-attend/32740 …,2019-10-17 22:55:31
531,Bernie Sanders,8080,193,1898,"Jailing people for the “crime” of getting sick is immoral, unconscionable, and un-American. Together, we will eliminate past-due medical debt, stop the predatory tactics of debt collectors, and end this barbaric practice once and for all.https://twitter.com/propublica/status/1184446491928223744 …",2019-10-17 22:41:44
532,Bernie Sanders,17234,658,2668,"As president, I will guarantee this: when 50% of workers in a unit sign an authorization card, plus one, they will have a union. End of discussion.

If employers refuse to negotiate in good faith, we will impose strong penalties on those companies.",2019-10-17 21:48:07
533,Bernie Sanders,9466,401,1875,"It is really sad that Joe Biden is using the talking points of the insurance industry to attack Medicare for All.

Under our plan, funded in a progressive manner, all Americans will have comprehensive health coverage as a guaranteed human right with no out-of-pocket expenses.https://twitter.com/commondreams/status/1184822948869394433 …",2019-10-17 19:43:36
534,Bernie Sanders,14424,620,2983,"Not only is Trump using the powers of the presidency to enrich himself, which is blatantly unconstitutional.

He is ignoring a massive international crisis that threatens humanity.

What a disgrace.https://twitter.com/ABC/status/1184878338453602304 …",2019-10-17 18:01:39
535,Bernie Sanders,4404,102,1065,"This takes real courage. I stand with over 30,000 members of @CTUlocal1 and @SEIU73 who are striking so the students and families of Chicago have the schools and resources they deserve.https://twitter.com/CTULocal1/status/1184697234035761152 …",2019-10-17 15:28:29
536,Bernie Sanders,20815,150,2043,It was my honor to work closely with Rep. Elijah Cummings over the years. His integrity and moral vision for his community and the country were extraordinary. He will be sorely missed. Jane and I are deeply saddened by the loss of our friend. Our thoughts are with his family.,2019-10-17 14:49:32
537,Bernie Sanders,81429,3218,13546,"I have a message for Donald Trump: no, we’re not going to hate Latinos, we’re not going to hate Muslims, we're not going to hate immigrants. We are going to stand together and refuse to let you divide us up.",2019-10-17 00:44:33
538,Bernie Sanders,3198,44,627,"Congratulations to the members of @SEIU73 at the Chicago Park District on winning a tentative agreement that values their important work. 

We stand with SEIU and @CTULocal1 members at Chicago Public Schools who are fighting—and striking tomorrow if necessary—for the common good.https://twitter.com/SEIU73/status/1184523625430429698 …",2019-10-16 23:50:17
539,Bernie Sanders,11739,279,1821,"Happy #NationalBossDay to the 10 million workers in nearly 7,000 employee-owned businesses. When we are in the White House, we are going to dramatically expand employee ownership and workplace democracy.",2019-10-16 21:55:04
540,Bernie Sanders,30058,727,5813,"Pharma executives knew opioids were addicting and killing people. They sold them anyway.

Fossil fuel executives knew their emissions were threatening the planet. They continued anyway.

This is what unfettered capitalism is doing to our world.

We are going to end this greed.",2019-10-16 20:46:51
541,Bernie Sanders,2159,43,440,This is a positive step forward in these negotiations. Our movement continues to stand with the thousands of @UAW members who are still walking picket lines across the country.https://www.huffpost.com/entry/gm-uaw-reach-tentative-deal-to-end-strike_n_5da61909e4b062bdcb19de2c?8w …,2019-10-16 19:18:34
542,Bernie Sanders,29638,1049,4046,"When we win, we are going to fundamentally change the nature of the presidency. I will not only be commander-in-chief, but organizer-in-chief. And we will take on the most powerful corporations and special interests.",2019-10-16 16:20:36
543,Bernie Sanders,9883,248,1825,I'm so excited to have @AOC join us at our rally in New York this weekend. Help us show the powerful special interests that we're not backing down and join us on Saturday in Queens: https://act.berniesanders.com/event/event-bernie-sanders-attend/32740 …,2019-10-16 15:30:17
544,Bernie Sanders,27118,667,3752,".@IlhanMN is a leader of strength and courage. She won't back down from a fight with billionaires and the world’s most powerful corporations to transform our country so it works for all of us.

Together we will build a multiracial working class coalition to win the White House.https://twitter.com/IlhanMN/status/1184437891197472769 …",2019-10-16 12:26:03
545,Bernie Sanders,14342,399,2081,"There is no job I would undertake with more passion than bringing people together around an agenda that works for every person in this country, rather than just the 1% and corporate elite. #DemDebate",2019-10-16 03:12:52
546,Bernie Sanders,12550,258,1800,"When I am president, I will have the guts to appoint an attorney general who will:

 Break up monopolies
 Protect small businesses
 Protect consumers by ending price fixing

#DemDebate",2019-10-16 02:48:25
547,Bernie Sanders,16665,266,2608,The young LGBTQ+ people of this country must know that they are loved and they belong. We stand against all kinds of bullying and will fight to end discrimination in all its forms. #SpiritDay,2019-10-17 23:58:34
548,Bernie Sanders,10885,796,1960,I hope you can join me and @AOC at our rally in New York this weekend and help us show the strength of our movement. RSVP here:https://act.berniesanders.com/event/event-bernie-sanders-attend/32740 …,2019-10-17 22:55:31
549,Bernie Sanders,8080,193,1898,"Jailing people for the “crime” of getting sick is immoral, unconscionable, and un-American. Together, we will eliminate past-due medical debt, stop the predatory tactics of debt collectors, and end this barbaric practice once and for all.https://twitter.com/propublica/status/1184446491928223744 …",2019-10-17 22:41:44
550,Bernie Sanders,17234,658,2668,"As president, I will guarantee this: when 50% of workers in a unit sign an authorization card, plus one, they will have a union. End of discussion.

If employers refuse to negotiate in good faith, we will impose strong penalties on those companies.",2019-10-17 21:48:07
551,Bernie Sanders,9465,401,1875,"It is really sad that Joe Biden is using the talking points of the insurance industry to attack Medicare for All.

Under our plan, funded in a progressive manner, all Americans will have comprehensive health coverage as a guaranteed human right with no out-of-pocket expenses.https://twitter.com/commondreams/status/1184822948869394433 …",2019-10-17 19:43:36
552,Bernie Sanders,14424,620,2983,"Not only is Trump using the powers of the presidency to enrich himself, which is blatantly unconstitutional.

He is ignoring a massive international crisis that threatens humanity.

What a disgrace.https://twitter.com/ABC/status/1184878338453602304 …",2019-10-17 18:01:39
553,Bernie Sanders,4404,102,1065,"This takes real courage. I stand with over 30,000 members of @CTUlocal1 and @SEIU73 who are striking so the students and families of Chicago have the schools and resources they deserve.https://twitter.com/CTULocal1/status/1184697234035761152 …",2019-10-17 15:28:29
554,Bernie Sanders,20815,150,2043,It was my honor to work closely with Rep. Elijah Cummings over the years. His integrity and moral vision for his community and the country were extraordinary. He will be sorely missed. Jane and I are deeply saddened by the loss of our friend. Our thoughts are with his family.,2019-10-17 14:49:32
555,Bernie Sanders,81429,3218,13546,"I have a message for Donald Trump: no, we’re not going to hate Latinos, we’re not going to hate Muslims, we're not going to hate immigrants. We are going to stand together and refuse to let you divide us up.",2019-10-17 00:44:33
556,Bernie Sanders,3198,44,627,"Congratulations to the members of @SEIU73 at the Chicago Park District on winning a tentative agreement that values their important work. 

We stand with SEIU and @CTULocal1 members at Chicago Public Schools who are fighting—and striking tomorrow if necessary—for the common good.https://twitter.com/SEIU73/status/1184523625430429698 …",2019-10-16 23:50:17
557,Bernie Sanders,11739,279,1821,"Happy #NationalBossDay to the 10 million workers in nearly 7,000 employee-owned businesses. When we are in the White House, we are going to dramatically expand employee ownership and workplace democracy.",2019-10-16 21:55:04
558,Bernie Sanders,30058,727,5813,"Pharma executives knew opioids were addicting and killing people. They sold them anyway.

Fossil fuel executives knew their emissions were threatening the planet. They continued anyway.

This is what unfettered capitalism is doing to our world.

We are going to end this greed.",2019-10-16 20:46:51
559,Bernie Sanders,2159,43,440,This is a positive step forward in these negotiations. Our movement continues to stand with the thousands of @UAW members who are still walking picket lines across the country.https://www.huffpost.com/entry/gm-uaw-reach-tentative-deal-to-end-strike_n_5da61909e4b062bdcb19de2c?8w …,2019-10-16 19:18:34
560,Bernie Sanders,29638,1049,4046,"When we win, we are going to fundamentally change the nature of the presidency. I will not only be commander-in-chief, but organizer-in-chief. And we will take on the most powerful corporations and special interests.",2019-10-16 16:20:36
561,Bernie Sanders,9883,248,1825,I'm so excited to have @AOC join us at our rally in New York this weekend. Help us show the powerful special interests that we're not backing down and join us on Saturday in Queens: https://act.berniesanders.com/event/event-bernie-sanders-attend/32740 …,2019-10-16 15:30:17
562,Bernie Sanders,27118,667,3752,".@IlhanMN is a leader of strength and courage. She won't back down from a fight with billionaires and the world’s most powerful corporations to transform our country so it works for all of us.

Together we will build a multiracial working class coalition to win the White House.https://twitter.com/IlhanMN/status/1184437891197472769 …",2019-10-16 12:26:03
563,Bernie Sanders,14342,399,2081,"There is no job I would undertake with more passion than bringing people together around an agenda that works for every person in this country, rather than just the 1% and corporate elite. #DemDebate",2019-10-16 03:12:52
564,Bernie Sanders,12549,258,1800,"When I am president, I will have the guts to appoint an attorney general who will:

 Break up monopolies
 Protect small businesses
 Protect consumers by ending price fixing

#DemDebate",2019-10-16 02:48:25
565,Bernie Sanders,5639,217,911,"Why is our approach the most likely to beat Trump? Here's the ""radical"" reason why: It’s what the American people want. #DemDebate",2019-10-16 02:45:57
566,Bernie Sanders,1745,67,371,We are taking on the entire political and economic establishment—and we’re going to win. But we can’t do it without you. Chip in before the debate ends:https://secure.actblue.com/donate/bernie-october-debate?refcode=tw191015-1 …,2019-10-16 02:23:52
567,Bernie Sanders,2402,102,551,We need a political revolution and the American people are ready for one. Join our rally in New York this weekend with a special guest:https://act.berniesanders.com/event/event-bernie-sanders-attend/32740 …,2019-10-16 02:04:50
568,Bernie Sanders,10427,326,1688,Unfettered capitalism created the opioid epidemic. That is why we need a political revolution to say enough is enough. #DemDebate,2019-10-16 01:59:41
569,Bernie Sanders,5731,176,1014,"If you are asking me, do I think we should demand the wealthiest start paying their fair share of taxes, so we can have a government and a nation that work for all of us? Then yes. That is exactly what I believe. #DemDebate",2019-10-16 01:02:21
570,Bernie Sanders,44603,605,4631,"When we are in the White House, that is exactly what we will do.https://twitter.com/AOC/status/1184269930704916481 …",2019-10-16 00:56:34
571,Bernie Sanders,61224,2137,8296,Billionaires should not exist. #DemDebate,2019-10-16 00:52:45
572,Bernie Sanders,25858,396,5385,"500,000 Americans are homeless.

87 million are uninsured or underinsured.

45 million have student debt.

All while 3 people own more wealth than the bottom half.

We cannot afford a billionaire class whose greed and corruption is at war with the working class of this country.",2019-10-16 00:51:07
573,Bernie Sanders,10341,521,1405,Damn right we will guarantee a job for every American. #DemDebate,2019-10-16 00:35:18
574,Bernie Sanders,11367,491,2265,"Let's be clear. Under Medicare for All:

 Premiums are gone
 Deductibles are gone
 Copayments are gone

#DemDebate",2019-10-16 00:26:49
575,Bernie Sanders,10889,510,1526,Trump is the most corrupt president in the history of this country. #DemDebate,2019-10-16 00:06:15
576,Bernie Sanders,7952,165,1615,The security officers who keep Downtown Detroit's billion-dollar buildings safe are struggling to support their families. I stand with them as they fight for a voice on the job and the benefits they need.https://twitter.com/SEIULocal1/status/1196757492916801542 …,2019-11-19 23:30:00
577,Bernie Sanders,3934,114,1038,"Teachers shouldn't have to fight for adequate resources for their students. But across the country the #RedforEd movement has shown that when teachers and communities are organized, they can win. To the students, parents and teachers of Indiana, we are with you.https://twitter.com/ISTAmembers/status/1196847717919678465 …",2019-11-19 22:31:14
578,Bernie Sanders,156191,2966,24852,"Your $8.99 Netflix subscription is more than the company paid in federal income taxes last year (nothing).

We are going to make massive corporations finally pay their fair share.",2019-11-19 22:02:00
579,Bernie Sanders,3087,61,799,"I stood with Immokalee farmworkers in 2008, fighting for better working conditions. I stand with them now. I say to @Wendys, join the @fairfoodprogram and protect workers from sexual violence and forced labor.https://twitter.com/ciw/status/1196452450812727296 …",2019-11-19 21:15:00
580,Bernie Sanders,22610,483,4329,"In 1965 the CEO-to-worker pay ratio was 20:1.

Last year, it was 287:1.

We are going to end this greed and the rigged system that leaves the working class behind.",2019-11-19 20:30:00
581,Bernie Sanders,3224,83,550,"When we organize, we win. When we fight for each other, we win. I am proud to stand with climate strikers in Iowa City and around the country.https://twitter.com/mikecarberry/status/1195709422640795649 …",2019-11-19 19:44:00
582,Bernie Sanders,9401,240,1937,"Over and over, the corporate establishment has tried to convince people that we have no chance.

Well, we just passed 4 million individual contributions—faster than any campaign in history.

That's a pretty powerful movement and we are ready to take on the billionaire class.",2019-11-19 19:03:00
583,Bernie Sanders,9569,486,1593,"Sean is absolutely right. Closing down Minor League teams, like the Vermont Lake Monsters, would be a disaster for baseball fans, workers, and communities across the country. We must protect these teams from corporate greed.https://twitter.com/whatwouldDOOdo/status/1196247702968909824 …",2019-11-19 18:30:10
